Strain,Australis,Autumnalis,Ballum,Bataviae,Canicola,Celledoni,Cynopteri,Djasiman,Grippotyphosa,Hebdomadis,Icterohaemorrhagiae,Javanica,Manhao,Mini,Panama,Pomona,Pyrogenes,Ranarum,Sarmin,Sejroe,Shermani,Tarassovi,Serogroup,class,Species,max
EVK8,30.58,32.999,36.839,35.864,41.955,34.376,35.808,37.214,38,82.161,41.435,36.927,37.614,85.231,33.327,37.454,40.621,34.433,37.392,99.279,44.634,43.641,Sejroe,3,borgpetersenii,99.279
408_IZSLER,29.165,32.639,34.543,33.863,39.522,32.007,33.289,34.898,34.755,80.341,39.105,34.706,35.515,84.084,30.436,36.452,37.864,31.862,35.446,99.283,40.775,42.667,Sejroe,3,borgpetersenii,99.283
B1_Mm_MM119,44.811,49.293,99.285,39.65,69.955,66.757,52.389,54.289,59.574,39.545,62.432,85.135,64.429,39.38,46.492,54.455,73.823,65.185,63.138,42.997,46.121,58.153,Ballum,1,borgpetersenii,99.285
Ag23_2020,45.984,54.477,89.284,39.961,70.399,78.19,55.315,56.022,60.669,41.017,69.767,99.304,67.805,40.604,49.182,56.461,74.379,71.555,69,44.229,47.359,58.785,Javanica,1,borgpetersenii,99.304
FK97,48.694,57.145,66.719,43.516,99.31,56.346,54.461,62.62,63.084,48.96,89.24,63.665,64.045,43.235,49.886,58.584,88.92,58.912,64.118,44.336,46.827,54.1,Canicola,1,interrogans,99.31
Muis5,45.22,49.896,99.331,40.092,70.489,67.175,52.608,54.98,59.588,40.148,63.017,85.685,64.937,39.552,46.971,54.561,74.329,65.732,63.604,43.456,46.991,58.143,Ballum,1,borgpetersenii,99.331
442_IZSLER,64.592,75.114,48.11,41.058,55.892,41.818,82.689,92.722,84.453,39.24,55.29,47.668,45.306,33.51,61.083,99.355,54.658,41.032,45.457,35.957,39.21,41.196,Pomona,2,interrogans,99.355
944,30.371,33.971,35.915,35.494,40.865,33.478,34.877,35.983,36.77,80.93,40.392,35.995,36.7,84.49,32.269,37.268,40.121,33.492,36.498,99.365,42.857,42.888,Sejroe,3,borgpetersenii,99.365
201700941,52.815,58.257,72.19,46.44,91.672,63.222,57.147,62.924,62.776,48.708,86.031,69.679,67.039,42.497,53.2,60.162,99.37,62.21,68.729,45.37,48.339,54.686,Pyrogenes,1,interrogans,99.37
HO0905CK,65.487,76,49.149,42.635,57.097,43.478,83.257,93.137,85.663,41.025,56.455,48.857,46.517,35.129,62.145,99.379,56.445,42.765,46.709,37.758,41.909,42.91,Pomona,2,interrogans,99.379
201801164,49.005,57.383,66.793,43.799,99.383,56.404,54.53,62.684,63.166,49.024,89.31,63.739,64.123,43.376,49.986,58.656,88.842,58.986,64.164,44.545,46.989,54.163,Canicola,1,interrogans,99.383
MM0281CK,65.467,75.978,49.339,42.612,57.074,43.459,83.275,93.111,85.637,41,56.438,48.838,46.498,35.289,62.123,99.395,56.406,42.745,46.691,37.734,41.872,42.885,Pomona,2,interrogans,99.395
I89,30.344,33.949,36.072,35.462,41.077,33.616,34.788,35.957,36.744,80.905,40.597,36.143,36.849,84.26,32.251,37.23,40.324,33.614,36.637,99.401,42.82,42.859,Sejroe,3,borgpetersenii,99.401
201801184bis,49.03,57.488,66.822,43.815,99.407,56.467,54.565,62.714,63.198,49.057,89.333,63.767,64.15,43.402,50.019,58.956,88.732,59.014,64.191,44.591,47.045,54.193,Canicola,1,interrogans,99.407
56601-V,51.378,54.066,59.623,45.237,89.741,60.911,55.144,61.342,60.329,49.479,99.412,63.823,63.125,43.32,52.807,58.092,81.984,60.551,63.478,45.263,47.006,51.213,Icterohaemorrhagiae,1,Leptospira interrogans,99.412
NVSL_S_1343,29.291,32.924,34.601,33.874,39.522,32.019,33.39,34.877,34.755,80.36,39.105,34.722,35.515,84.216,30.448,36.452,38.239,31.862,35.433,99.412,41.074,43.08,Sejroe,3,borgpetersenii,99.412
D12,30.359,34.026,35.966,35.542,40.921,33.559,35.015,36.047,36.834,80.994,40.446,36.043,36.747,84.515,32.362,37.325,40.174,33.541,36.557,99.432,42.949,42.91,Sejroe,3,borgpetersenii,99.432
201801161,49.066,57.449,66.851,43.859,99.451,56.461,54.604,62.761,63.243,49.101,89.375,63.797,64.18,43.453,50.057,58.99,88.843,59.045,64.219,44.618,47.1,54.239,Canicola,1,interrogans,99.451
cuba_11,49.134,57.523,67.039,43.96,99.455,56.617,54.694,62.77,63.368,48.733,89.383,63.974,64.143,43.431,50.16,58.705,88.783,59.248,64.133,44.574,47.481,54.465,Canicola,1,interrogans,99.455
201801179,38.321,38.738,36.529,99.466,41.691,35.522,41.134,42.636,43.495,38.179,41.977,35.364,33.863,34.726,38.964,41.807,42.025,34.473,35.503,36.844,59.548,55.911,Bataviae,4,interrogans,99.466
Kito,49.341,55.845,66.975,43.975,99.515,56.519,54.685,62.8,63.288,49.197,88.791,63.882,64.253,42.95,50.125,58.33,87.986,59.114,63.915,44.395,47.039,53.205,Canicola,1,interrogans,99.515
Fiocruz_LV133,47.792,56.352,66.577,42.657,99.531,55.36,54.299,61.9,61.584,47.88,89.239,63.169,63.572,42.572,49.247,57.869,88.199,57.738,63.652,43.359,45.239,53.167,Canicola,1,interrogans,99.531
A4_Mm_MM324,45.025,49.556,99.54,39.836,70.137,66.973,52.662,54.582,59.867,39.75,62.68,85.384,64.641,39.47,46.727,54.716,73.995,65.419,63.357,43.079,46.417,58.202,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.54
MM0266CK,65.639,76.165,49.514,42.81,57.267,43.62,83.473,93.329,85.855,41.218,56.623,49.003,46.66,35.493,62.312,99.549,56.606,42.912,46.847,37.943,42.187,43.1,Pomona,2,interrogans,99.549
NIID22,35.085,36.504,35.418,38.431,45.277,36.135,38.665,42.25,41.212,99.59,45.275,35.228,37.754,79.685,37.093,42.188,45.059,34.653,38.455,81.801,43.808,40.121,Hebdomadis,3,interrogans,99.59
201700317,31.456,34.62,36.216,35.698,41.168,33.838,35.145,36.959,37.271,81.09,40.748,36.286,37.024,84.709,32.242,38.232,40.221,33.772,36.715,99.595,43.666,44.736,Sejroe,3,borgpetersenii,99.595
D25,30.735,34.424,36.324,35.798,41.354,33.864,35.353,36.535,37.322,81.276,40.86,36.377,37.084,84.456,32.732,37.742,40.584,33.893,36.868,99.607,43.357,42.837,Sejroe,3,borgpetersenii,99.607
905,30.559,34.19,36.121,35.683,41.092,33.671,35.053,36.239,37.026,81.187,40.609,36.189,36.89,84.545,32.5,37.496,40.336,33.688,36.694,99.677,43.227,42.933,Sejroe,3,borgpetersenii,99.677
BK-6,30.653,34.311,36.234,35.828,41.217,33.714,35.045,36.38,37.167,80.894,40.729,36.296,36.995,84.791,32.555,37.621,40.454,33.796,36.795,99.721,43.431,43.256,Sejroe,3,borgpetersenii,99.721
201801751,38.455,38.743,36.482,99.723,42.383,33.128,40.797,44.656,42.765,38.67,43.29,35.341,33.986,35.326,38.887,43.09,42.634,34.592,36.982,37.358,59.516,56.418,Bataviae,4,interrogans,99.723
201801160,49.308,57.667,67.102,44.119,99.724,56.687,54.861,63.069,63.551,49.408,89.636,64.03,64.409,43.715,50.319,58.997,89.499,59.28,64.439,44.915,47.434,54.543,Canicola,1,interrogans,99.724
Ag14_2020,51.54,57.869,72.381,45.102,91.978,62.963,55.539,62.02,62.911,49.02,86.065,69.961,67.49,42.705,52.932,58.201,99.736,62.495,67.58,44.43,48.723,53.491,Pyrogenes,1,interrogans,99.736
BK-30,30.752,34.223,36.152,35.735,41.126,33.638,34.952,36.278,37.065,80.792,40.642,36.218,36.919,84.786,32.466,37.53,40.368,33.718,36.709,99.74,43.282,43.249,Sejroe,3,borgpetersenii,99.74
56601,51.59,55.449,59.841,45.33,90.087,60.987,55.237,61.445,60.598,49.582,99.745,64.031,63.342,43.416,53.04,58.328,83.808,60.76,63.622,45.362,47.751,51.356,Icterohaemorrhagiae,1,interrogans,99.745
MM0168CK,65.871,76.417,49.752,43.077,57.528,43.837,83.74,93.624,86.15,41.513,56.873,49.226,46.879,35.77,62.568,99.811,56.833,43.137,47.058,38.227,42.612,43.391,Pomona,2,interrogans,99.811
201801755,65.553,76.614,50.11,43.475,57.934,44.162,84.097,94.066,87.29,41.948,57.236,49.56,47.213,36.206,62.951,99.818,57.363,43.476,47.323,38.663,43.259,43.844,Pomona,2,interrogans,99.818
202100614,45.684,51.857,99.846,40.581,70.737,67.856,53.315,55.926,60.677,40.503,63.214,86.54,65.361,39.837,47.532,55.985,74.65,66.367,63.976,44.021,48.172,59.439,Ballum,1,borgpetersenii,99.846
BK-9,30.873,34.355,36.276,35.875,41.262,33.751,35.092,36.432,37.218,80.946,40.772,36.334,37.033,84.921,32.599,37.666,40.497,33.835,36.819,99.849,43.505,43.39,Sejroe,3,borgpetersenii,99.849
Lai,51.943,56.884,60.056,45.902,90.008,61.5,55.909,62.078,60.957,50.087,99.923,64.225,63.54,43.999,53.356,58.931,82.909,61.02,64.296,45.945,48.673,52.335,Icterohaemorrhagiae,1,interrogans,99.923
LT1649,62.495,74.056,49.198,42.58,57.918,42.324,79.29,99.973,88.8,41.128,55.307,47.417,47.445,35.351,60.956,84.193,57.091,43.371,44.865,37.726,42.342,41.644,Djasiman,2,Leptospira interrogans serovar Djasiman str. LT1649,99.973
201902968,49.494,58.043,67.251,44.206,99.985,56.859,55.042,63.364,63.846,49.703,89.886,64.254,64.628,43.749,50.425,59.259,89.336,59.505,64.65,45.106,47.971,54.834,Canicola,1,interrogans,99.985
201700296,39.065,41.314,51.782,54.618,49.383,42.046,41.671,42.801,45.524,40.711,49.347,50.716,42.396,40.25,37.914,44.367,47.823,42.821,44.092,44.362,70.019,100.02,Tarassovi,4,borgpetersenii,100.02
205,30.581,34.223,36.152,35.743,41.126,33.631,34.943,36.278,37.065,81.225,40.642,36.218,36.919,84.812,32.453,37.53,40.368,33.718,36.722,100.025,43.282,43.277,Sejroe,3,borgpetersenii,100.025
cuba_16,49.646,57.875,67.725,44.486,100.114,57.063,55.269,63.509,64.049,50.216,90.009,64.642,64.814,44.451,50.725,59.652,89.355,59.896,64.851,45.693,48.538,55.345,Canicola,1,interrogans,100.114
201801185ter,49.405,58.148,67.547,44.429,100.145,57.048,55.291,63.544,64.059,49.985,89.671,64.518,64.818,44.05,50.317,59.418,89.562,59.751,64.64,45.442,48.475,54.974,Canicola,1,interrogans,100.145
128042,35.398,37.13,36.261,39.126,46.27,36.622,39.46,43.25,41.409,100.188,46.15,36.033,38.44,80.468,37.589,42.201,45.921,35.44,39.543,82.69,45.33,41.171,Hebdomadis,3,interrogans,100.188
cuba_10,49.722,57.907,67.452,44.466,100.19,57.025,55.289,63.595,64.077,49.934,90.082,64.428,64.799,43.979,50.745,59.714,89.396,59.682,64.833,45.328,48.117,55.062,Canicola,1,interrogans,100.19
LEPTOCUBA07,49.726,58.167,67.502,44.616,100.194,57.099,55.238,63.608,64.082,49.947,90.086,64.432,64.806,44.194,50.755,59.748,89.479,59.686,64.824,45.433,48.323,55.073,Canicola,1,interrogans,100.194
NIID24,35.677,36.769,36.042,38.916,45.873,36.51,38.846,42.92,41.711,100.214,45.856,35.778,38.276,80.411,37.656,41.988,45.743,35.202,38.956,82.398,44.916,40.847,Hebdomadis,3,interrogans,100.214
178112,36.444,37.226,35.895,39.057,45.791,36.39,39.165,42.804,41.31,100.282,45.819,35.694,38.268,80.141,37.87,42.674,45.376,35.152,38.859,82.302,44.802,40.627,Hebdomadis,3,interrogans,100.282
A4_Mm_MM361,45.951,50.56,100.415,40.882,71.128,67.846,53.677,55.722,61.028,41.173,63.682,86.242,65.519,40.914,47.786,55.655,74.936,66.322,64.181,44.526,48.161,59.506,Ballum,1,Leptospira borgpetersenii serovar Ballum,100.415
CMCC-3,49.67,56.567,67.701,44.513,100.555,57.257,55.3,63.967,64.453,50.364,89.782,64.76,65.115,44.16,50.995,58.44,88.653,59.953,64.647,45.642,48.724,54.834,Canicola,1,Leptospira interrogans,100.555
cuba_09,50.019,58.281,67.787,44.811,100.576,57.346,55.627,64.031,64.513,50.37,90.451,64.758,65.123,44.38,51.098,60.1,89.672,60.015,65.127,45.748,48.747,55.492,Canicola,1,interrogans,100.576
Lai LPS mutant,52.473,57.516,60.682,46.442,91.043,61.5,56.567,62.884,60.957,50.738,101.01,64.855,64.151,44.535,53.955,59.608,82.909,61.02,64.892,46.519,49.592,53.006,Icterohaemorrhagiae,1,Leptospira interrogans serovar Lai str. Lai LPS mutant,101.01
